Aliment,EnergieUE (kcal/100g),Protéines (g/100g),Eau (g/100g),Glucides (g/100g),Lipides (g/100g)
Farine de blé tendre ou froment T151,309.28,11.4,10.7,62.5,1.52
Farine de blé tendre ou froment T45 (pour pâtisserie),347.22,9.06,11.3,75.9,0.82
Farine de blé tendre ou froment T55 (pour pains),345.4,10.4,12.5,73.7,1.0
Farine de blé tendre ou froment T66,332.85,12.6,13.2,68.7,0.85
Farine de blé tendre ou froment T81,343.22,9.95,10.7,73.2,1.18
Farine de châtaigne,335.23,5.69,5.52,70.4,3.43
Farine de maïs,356.22,6.23,10.5,78.1,2.1
Farine de millet,335.7,11.5,10.3,63.2,4.1
Farine de pois chiche,337.81,22.4,10.3,47.0,6.69
Farine de riz,345.58,6.87,11.4,73.9,2.5
Farine de sarrasin,339.31,11.5,12.1,68.4,2.19
Farine de seigle T131,322.64,7.24,9.9,70.9,1.12
Farine de seigle T171,262.78,15.9,10.8,44.8,2.22
Farine de seigle T86,327.61,8.12,12.0,70.7,1.37
Farine de soja,443.0,39.7,5.13,22.9,21.4
Farine d'épeautre (grand épeautre),328.6,11.4,10.8,64.0,3.0
Farine d'orge,318.34,9.91,13.1,64.5,2.3
Fécule de pomme de terre,347.0,0.0,12.7,86.3,0.2
"Fenouil, bouilli/cuit à l'eau",8.62,1.13,94.4,0.8,0.1
"Fenouil, cru",15.56,1.14,92.0,2.3,0.2
"Fenouil, graine",246.9,15.7,8.81,12.5,14.9
"Fenugrec, graine",301.29,27.1,7.72,33.8,6.41
Feta de brebis,274.4,14.8,54.4,2.5,22.8
"Feuille de brick, cuite à sec sans matière grasse",370.08,6.16,2.3,82.4,1.76
"Feuille de vigne farcie au riz ou dolmas, égouttée",142.9,2.5,67.6,18.6,6.5
Feuilleté au poisson et / ou fruits de mer,254.8,6.55,48.3,27.9,13.0
Feuilleté aux escargots,318.06,6.69,0.0,23.1,22.1
Feuilleté ou Friand à la viande,350.96,9.59,37.1,27.3,22.6
Feuilleté ou Friand au fromage,305.62,6.08,42.0,32.3,16.9
Feuilleté ou Friand jambon fromage,295.34,8.46,43.4,27.8,16.7
Feuilleté salé (aliment moyen),303.82,7.53,42.9,28.6,17.7
"Fève à écosser, fraîche",49.87,6.76,76.8,4.2,0.67
"Fève, cuite",69.69,6.01,77.6,10.4,0.45
"Fève, fraîche, surgelée",64.82,7.76,75.8,7.95,0.22
"Fève, pelée, surgelée, crue",121.9,14.9,0.0,14.9,0.3
"Fève, pelée, surgelée, cuite à l'eau",66.1,6.4,80.7,9.0,0.5
"Fève, sèche",251.37,26.1,11.0,33.3,1.53
"Fève, surgelée, cuite à l'eau",56.5,5.6,80.5,7.4,0.5
Ficelle picarde,149.5,8.6,0.0,11.9,7.5
"Figue de Barbarie, pulpe et graines, crue",28.83,0.51,87.3,6.0,0.31
"Figue, crue",63.3,0.85,79.8,14.3,0.3
"Figue, sèche",234.59,2.99,30.1,53.7,0.87
Filet de bacon,118.6,23.1,70.1,0.7,2.6
Flammenkueche ou Tarte flambée aux lardons,238.38,7.87,51.4,28.1,10.5
"Flan aux œufs, rayon frais",116.95,4.32,73.9,18.1,3.03
Flan de légumes,191.04,4.56,70.8,2.7,18.0
Flan pâtissier aux oeufs ou à la parisienne,137.74,3.69,63.5,27.1,1.62
"Flétan de l'Atlantique ou flétan blanc, cru",97.79,21.5,76.8,0.0,1.31
"Flétan du Groënland ou flétan noir ou flétan commun, cru",167.5,13.3,72.3,0.0,12.7
"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",173.6,17.3,68.8,0.0,11.6
"Fleur de sel, non iodée, non fluorée",0.0,0.0,3.75,0.0,0.0
Flocon d'avoine,343.39,13.3,10.1,57.9,6.51
Flocon d'avoine précuit,345.3,11.0,11.0,58.0,7.7
"Flocons d'avoine, bouillis/cuits à l'eau",71.24,2.49,0.0,11.9,1.52
Florentin (biscuit sec sucré chocolaté aux amandes),519.6,7.0,2.0,59.9,28.0
"Focaccia, garnie",228.75,8.0,0.0,29.5,8.75
"Foie de morue, appertisé, égoutté",433.0,7.25,45.7,1.1,44.4
"Foie de morue, cru",619.4,5.0,26.8,0.0,66.6
"Foie gras de canard, cru",600.0,5.94,0.0,1.41,63.4
"Foie gras, canard, bloc (aliment moyen)",487.18,6.88,39.1,2.19,50.1
"Foie gras, canard, bloc, 30% de morceaux",487.18,6.88,39.1,2.19,50.1
"Foie gras, canard, bloc, 50% de morceaux",488.18,6.39,38.5,4.28,49.5
"Foie gras, canard, bloc, sans morceaux",479.64,6.32,40.8,1.09,50.0
"Foie gras, canard, entier, cuit",525.14,8.41,35.1,0.026,54.6
"Foie, agneau, cru",136.89,21.8,71.2,0.16,5.45
"Foie, agneau, cuit",162.52,23.0,65.0,4.58,5.8
"Foie, canard, cru",130.54,18.7,71.8,3.54,4.62
"Foie, dinde, cru",122.7,18.3,75.5,0.0,5.5
"Foie, dinde, cuit",181.62,27.0,64.0,0.0,8.18
"Foie, génisse, cru",136.02,21.0,70.0,3.33,4.3
"Foie, génisse, cuit",165.39,26.3,64.1,2.2,5.71
"Foie, lapin, cru",133.56,19.0,70.8,5.39,4.0
"Foie, oie, cru",129.17,16.3,71.8,6.34,4.29
"Foie, porc, cru",126.92,21.3,72.7,0.98,4.2
"Foie, porc, cuit",158.64,26.0,64.3,3.76,4.4
"Foie, poulet, cru",119.9,18.8,74.5,0.78,4.62
"Foie, poulet, cuit",160.07,24.5,66.8,0.87,6.51
"Foie, veau, cru",120.76,16.9,71.6,5.64,3.4
"Foie, veau, cuit",137.26,17.8,67.7,9.72,3.02
"Foie, volaille, cru",133.64,21.3,0.0,1.13,4.88
"Fond de veau pour sauces et cuisson, déshydraté",338.6,8.5,4.2,59.5,7.4
"Fond de veau, préemballé",40.65,3.15,0.0,2.4,2.05
"Fond de volaille pour sauces et cuisson, déshydraté",341.02,7.93,0.0,66.3,4.9
Fondue de poireau,51.2,1.1,0.0,0.0,5.2
"Fondue savoyarde (fromages, vin, pain)",230.0,16.2,57.4,2.6,17.2
Fontina,382.3,25.6,37.9,0.0,31.1
"Fougasse, garnie",313.62,9.38,31.3,41.8,12.1
Fourme d'Ambert,328.0,19.9,50.0,0.0,27.6
Fourme de Montbrison,367.2,22.5,42.8,0.0,30.8
"Fraise, crue",28.78,0.65,90.1,6.14,0.18
Fraisier ou framboisier,259.54,3.31,52.6,26.7,15.5
"Framboise, crue",25.4,1.28,85.5,4.26,0.36
"Framboise, surgelée, crue",37.56,1.16,85.9,6.43,0.8
"Frik (blé dur immature concassé), cru",281.93,9.62,11.3,55.8,2.25
"Frik (blé dur immature concassé), cuit, non salé",68.48,2.04,79.6,14.0,0.48
"Frites de pommes de terre, surgelées, cuites en friteuse",258.22,3.28,47.4,34.5,11.9
"Frites de pommes de terre, surgelées, pour cuisson en friteuse",237.78,3.12,0.0,29.1,12.1
"Frites de pommes de terre, surgelées, pour cuisson micro-ondes",247.2,3.5,49.5,34.0,10.8
"Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four",149.05,2.41,67.9,23.4,5.09
"Frites de pommes de terre, surgelées, rôties/cuites au four",204.8,3.75,51.1,32.6,6.6
Fromage (aliment moyen),338.84,22.2,45.5,0.41,27.6
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,240.2,29.0,52.2,0.0,13.8
Fromage à pâte ferme environ 27% MG type Maasdam,344.6,26.3,41.5,0.0,26.6
"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",311.4,20.7,50.1,0.0,25.4
Fromage à pâte molle double crème environ 30% MG,321.8,14.3,51.2,0.0,29.4
Fromage à pâte molle et croûte fleurie (type camembert),360.7,17.5,46.7,0.0,32.3
Fromage à pâte molle et croûte lavée (aliment moyen),320.0,20.6,50.0,0.0,26.4
"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",208.6,23.8,59.9,0.0,12.6
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,333.8,18.2,47.8,0.0,29.0
Fromage à pâte molle triple crème environ 40% MG,375.86,9.59,49.4,0.0,37.5
Fromage à pâte pressée cuite (aliment moyen),397.6,28.3,36.4,0.0,31.6
"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",248.4,30.6,46.2,0.0,14.0
Fromage blanc nature ou aux fruits (aliment moyen),87.78,7.18,82.1,4.64,4.5
"Fromage blanc nature, 0% MG",47.76,7.95,86.5,3.89,0.044
"Fromage blanc nature, 3% MG environ",75.3,8.03,83.7,3.46,3.26
"Fromage blanc nature, gourmand, 8% MG environ",114.61,6.19,79.5,5.25,7.65
"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",124.09,5.18,73.0,13.4,5.53
Fromage bleu au lait de vache,334.3,19.9,46.2,0.0,28.3
Fromage bleu d'Auvergne,345.2,22.4,44.1,0.0,28.4
Fromage bleu de Bresse,344.1,17.4,51.9,0.0,30.5
Fromage bleu de Bresse allegé environ 15% MG,247.9,27.1,0.0,0.0,15.5
Fromage bleu des Causses,351.6,20.4,45.2,0.0,30.0
Fromage de brebis à pâte molle et croûte fleurie,276.9,16.8,55.6,0.0,23.3
Fromage de brebis à pâte pressée,386.3,23.9,38.0,0.0,32.3
Fromage de brebis Corse à pâte molle,459.6,28.5,28.7,0.0,38.4
Fromage de brebis des Pyrénées,398.8,24.1,36.9,0.0,33.6
Fromage de chèvre à pâte molle et croûte fleurie type camembert,293.8,19.9,51.7,0.0,23.8
"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",280.6,19.3,54.7,0.0,22.6
"Fromage de chèvre à tartiner, nature",162.64,10.8,72.9,2.41,12.2
Fromage de chèvre bûche,294.1,19.3,52.2,0.0,24.1
"Fromage de chèvre bûche, allégé en matière grasse",180.4,22.6,60.5,0.0,10.0
Fromage de chèvre demi-sec,347.8,19.9,45.5,0.0,29.8
"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",212.62,13.1,65.6,2.03,16.9
"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",252.72,16.1,60.0,2.08,20.0
"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",232.2,14.6,62.8,2.05,18.4
"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",317.4,20.4,50.3,0.0,26.2
"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",325.8,20.7,49.7,0.0,27.0
"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",301.5,19.8,52.8,0.0,24.7
Fromage de chèvre sec,442.4,30.5,29.0,0.0,35.6
Fromage de lactosérum de brebis,173.6,10.1,68.7,0.0,14.8
Fromage de tête,185.58,14.1,67.7,3.27,12.9
"Fromage fondu double crème, environ 31% MG",315.98,8.82,52.5,2.0,30.3
Fromage fondu en portions ou en cubes environ 20% MG,254.64,12.9,52.6,2.61,21.4
Fromage fondu en tranchettes,264.2,14.6,52.7,6.0,20.2
"Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D",93.1,5.9,79.0,12.2,2.3
"Fromage frais type petit suisse, aux fruits, 2-3% MG",105.51,6.63,76.4,13.2,2.91
"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",99.39,6.73,78.7,12.2,2.63
"Fromage frais type petit suisse, nature, 0% MG",56.92,9.89,84.3,3.8,0.24
"Fromage frais type petit suisse, nature, 10% MG environ",139.33,8.85,76.8,3.73,9.89
"Fromage frais type petit suisse, nature, 4% MG environ",93.09,9.53,82.0,3.37,4.61
Fromage pané au jambon,262.2,17.4,52.6,15.3,14.6
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,198.6,24.9,60.7,0.0,11.0
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,189.0,22.5,62.5,0.0,11.0
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,152.3,25.7,0.0,0.0,5.5
"Fromage type feta, au lait de vache",257.78,14.2,54.0,1.42,21.7
"Fromage type feta, au lait de vache, à l'huile et aux aromates",281.64,17.6,53.4,0.16,23.4
Fructose,399.2,0.0,0.15,99.8,0.0
"Fruit à pain, cru",95.15,1.07,70.7,22.2,0.23
Fruit confit,304.0,0.55,17.0,75.0,0.2
"Fruit de la passion ou maracudja, pulpe et pépins, cru",53.06,2.3,72.9,9.39,0.7
Fruits de mer (aliment moyen),109.19,18.9,72.5,4.46,1.75
"Fruits de mer, cuits, surgelés",79.45,13.5,0.0,2.83,1.57
"Fruits rouges, crus (framboises, fraises, groseilles, cassis)",38.66,1.11,85.1,7.7,0.38
"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté",104.41,7.41,11.6,15.7,1.33
Galantine (aliment moyen),274.74,15.1,57.1,0.71,23.5
Galette de riz soufflé complet,378.28,7.32,4.8,80.5,3.0
"Galette de sarrasin, nature, préemballée",150.19,5.95,59.0,28.2,1.51
Galette des rois feuilletée,348.9,5.0,0.0,29.8,23.3
"Galette des rois feuilletée, fourrée frangipane, et Pithiviers",434.0,7.6,21.9,33.4,30.0
Galettes multicéréales soufflées,385.82,8.43,2.45,82.4,2.5
Gâteau (aliment moyen),405.32,5.53,20.2,52.6,19.2
Gâteau au chocolat,435.36,6.24,16.8,49.5,23.6
"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",329.12,4.13,38.3,35.4,19.0
"Gâteau au chocolat, cœur fondant, rayon frais",357.94,6.86,0.0,41.9,18.1
"Gâteau au citron, tout type",429.3,5.4,17.9,54.0,21.3
Gâteau au fromage blanc,237.2,6.7,54.2,26.5,11.6
Gâteau au yaourt,423.28,5.87,0.0,51.8,21.4
Gâteau aux amandes type financier,461.92,9.53,15.4,44.3,27.4
"Gâteau aux amandes, préemballé",419.22,5.78,0.0,60.1,17.3
"Gâteau basque, cerises",391.9,4.3,0.0,63.3,13.5
"Gâteau basque, crème pâtissière",365.42,4.03,26.5,57.4,13.3
"Gâteau de riz au caramel, rayon frais",145.6,3.77,66.9,25.7,3.08
"Gâteau de riz, appertisé",121.86,4.29,71.0,21.9,1.9
"Gâteau de semoule aux raisins et caramel, rayon frais",141.03,3.83,66.9,24.7,2.99
"Gâteau de semoule, appertisé",136.67,2.85,68.0,24.5,3.03
Gâteau marbré,433.24,5.76,17.5,50.8,23.0
"Gâteau moelleux au chocolat, préemballé",433.56,6.19,16.7,48.2,24.0
Gâteau moelleux aux fruits,398.04,4.61,0.0,61.6,14.8
Gâteau moelleux aux fruits à coque,449.5,6.2,0.0,48.8,25.5
Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,459.34,5.31,14.3,60.7,21.7
Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,350.14,4.41,17.9,68.5,6.5
Gâteau moelleux nature type génoise,382.8,5.7,20.0,57.6,14.4
"Gâteau mousse de fruits sur génoise, type miroir, bavarois",244.08,3.87,53.3,29.7,12.2
Gâteau Paris-Brest (pâte à choux crème mousseline praliné),350.26,5.44,40.6,26.1,24.9
"Gâteau sablé aux fruits, préemballé",422.82,5.13,0.0,63.9,16.3
"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",451.6,6.9,0.0,70.0,16.0
"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",447.42,5.18,7.13,66.4,17.9
"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",463.1,6.1,0.0,55.9,23.9
"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",465.2,7.1,0.0,52.5,25.2
"Gaufrette fourrée chocolat, préemballée",522.52,6.38,1.64,57.2,29.8
"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée",505.24,7.31,2.31,59.6,26.4
"Gaufrette fourrée, aux fruits",361.54,4.43,9.32,82.4,1.58
Gaufrette ou éventail sans fourrage,414.8,9.0,3.04,76.7,8.0
"Gaufrette, fourrée vanille, préemballée",541.8,4.45,1.0,61.7,30.8
"Gélatine, sèche",348.5,86.9,11.3,0.0,0.1
Gelée au madère,100.89,24.4,0.0,0.8,0.01
"Gelée au madère, déshydratée",247.8,44.5,4.7,17.0,0.2
Gélifiant pour confitures,248.0,0.0,7.2,62.0,0.0
Génoise fourrée et nappée au chocolat,419.44,5.46,17.3,52.6,20.8
Génoise sèche fourrée aux fruits et nappée de chocolat,386.32,3.23,13.8,69.5,10.6
Germe de blé,329.1,25.8,7.5,35.1,9.5
"Gésier, canard, confit, appertisé",148.5,32.4,63.4,0.0,2.1
"Gésier, poulet, cru",104.15,17.3,77.8,0.3,3.75
"Gibier à plumes, viande, cuit (aliment moyen)",217.4,25.1,61.6,0.0,13.0
"Gibier à poil, cuit (aliment moyen)",151.88,29.6,64.4,0.0,3.72
Gin,0.0,0.0,62.1,0.0,0.0
"Gingembre, poudre",307.56,9.05,9.66,58.3,4.24
"Gingembre, racine crue",30.9,1.85,90.9,3.4,1.1
Glace à l'eau,85.3,0.074,81.7,20.8,0.2
"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",246.36,2.64,51.3,32.4,11.8
Glace au yaourt,188.48,3.22,0.0,27.7,7.2
"Glace ou crème glacée, bac ou pot (aliment moyen)",196.13,2.92,54.5,26.2,8.85
"Glace ou crème glacée, bâtonnet, enrobé de chocolat",325.48,3.42,41.3,33.4,19.8
"Glace ou crème glacée, cône (taille standard)",279.66,3.24,43.7,38.1,12.7
"Glace ou crème glacée, en bac",199.82,2.81,54.5,25.5,9.62
"Glace ou crème glacée, gourmande, en bac",224.5,3.05,0.0,29.0,10.7
"Glace ou crème glacée, gourmande, en pot",274.14,4.06,52.8,24.2,17.9
"Glace ou crème glacée, mini cône",352.6,4.2,0.0,38.5,20.2
"Glace ou crème glacée, petit pot enfant",161.74,1.87,62.5,25.2,5.94
"Glace ou crème glacée, pot individuel",233.94,3.21,56.6,26.7,12.7
"Gnocchi à la pomme de terre, cru",171.42,4.66,0.0,35.0,1.42
"Gnocchi à la pomme de terre, cuit",173.69,5.01,55.5,33.8,2.05
"Gnocchi à la semoule, cru",196.2,6.2,0.0,37.0,2.6
"Gnocchi à la semoule, cuit",181.6,5.6,0.0,34.4,2.4
"Gnocchi, cuit (aliment moyen)",177.71,5.31,0.0,34.1,2.23
"Gombo, fruit, cuit",17.41,1.87,92.6,2.01,0.21
Gorgonzola,313.6,19.0,51.1,0.0,26.4
Gouda,376.3,23.2,38.4,0.0,31.5
Gougère,378.4,15.3,33.2,19.9,26.4
"Goûter sec fourré (""sandwiché"") parfum chocolat",460.4,6.7,2.33,67.9,18.0
"Goûter sec fourré (""sandwiché"") parfum fruits",476.36,6.64,0.99,73.3,17.4
"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",473.64,5.36,2.19,71.2,18.6
"Goyave, pulpe, crue",41.97,1.59,83.5,7.26,0.73
"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée",173.06,16.5,8.4,18.8,3.54
"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",374.19,7.95,2.8,80.4,2.31
"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",371.01,8.63,3.34,75.1,4.01
Graisse de canard,898.2,0.0,0.2,0.0,99.8
Graisse de dinde,898.2,0.0,0.2,0.0,99.8
Graisse de poulet,898.2,0.0,0.2,0.0,99.8
Graisse d'oie,898.2,0.0,0.2,0.0,99.8
Grana Padano,399.2,34.1,0.0,0.0,29.2
"Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru",84.77,17.3,79.6,0.0,1.73
Gratin d'aubergine,106.8,1.95,80.9,5.22,8.68
Gratin dauphinois,85.49,2.39,0.0,11.4,3.37
Gratin de chou-fleur,93.7,3.0,82.1,5.8,6.5
Gratin de légumes,97.84,3.56,82.2,3.08,7.92
"Gratin de légumes en sauce blanche type béchamel, cuit",100.02,3.64,79.9,6.74,6.5
Gratin de pâtes,155.97,7.0,66.7,16.4,6.93
Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson,115.19,6.39,74.9,8.57,6.15
"Gratin ou cassolette de poisson et / ou fruits de mer, à cuire",105.45,7.19,80.1,3.13,7.13
"Gratin ou cassolette de poisson et / ou fruits de mer, cuit",115.38,6.69,78.2,5.28,7.5
"Grenade, pulpe et pépins, crue",68.62,1.29,80.0,14.2,0.74
"Grenadier (de roche), cru",68.89,15.4,82.7,0.0,0.81
"Grenadier bleu ou hoki de Nouvelle-Zélande, cru",75.54,15.6,82.8,0.0,1.46
"Grenouille, cuisse, crue",70.76,16.4,82.0,0.66,0.28
Gressins,418.2,12.7,2.48,65.3,11.8
"Griotte, crue",49.1,1.1,86.1,10.5,0.3
"Grondin perlon, cru",97.31,20.3,76.3,0.0,1.79
"Grondin, cru",94.0,19.0,75.0,0.0,2.0
"Groseille à maquereau, crue",27.83,0.8,87.9,4.83,0.59
"Groseille, crue",40.39,1.32,83.9,6.64,0.95
Gruyère,425.0,28.4,32.5,0.0,34.6
Gruyère IGP France,397.2,27.3,36.9,0.0,32.0
"Guacamole, préemballé",180.62,2.18,70.7,5.85,16.5
Guimauve ou marshmallow,342.5,3.73,16.4,78.7,1.42
"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru",193.12,15.2,62.5,2.48,13.6
Haché de volaille,135.92,17.7,0.0,3.5,5.68
Hachis Parmentier à la viande,135.5,5.99,73.6,9.39,8.22
Haddock (fumé) ou églefin fumé,100.57,23.5,76.1,0.0,0.73
"Hamburger, provenant de fast food",242.76,13.4,46.1,28.3,8.44
"Hareng fumé, à l'huile",167.4,15.1,65.3,2.0,11.0
"Hareng fumé, au naturel",173.3,16.5,68.3,0.5,11.7
"Hareng gras, cru",172.0,18.7,68.3,0.0,10.8
"Hareng maigre, cru",111.18,18.3,76.2,0.0,4.22
Hareng mariné ou rollmops,211.0,13.7,64.7,8.0,13.8
"Hareng, cru",176.1,17.7,71.5,0.0,11.7
"Hareng, frit",200.9,23.0,0.0,0.0,12.1
"Hareng, grillé/poêlé",194.6,23.0,64.2,0.0,11.4
"Haricot beurre, appertisé, égoutté",21.15,1.29,92.8,3.48,0.23
"Haricot beurre, cru",31.24,1.85,90.1,5.6,0.16
"Haricot beurre, surgelé, cru",29.01,1.97,89.9,4.9,0.17
"Haricot blanc, appertisé, égoutté",75.2,7.0,70.1,10.9,0.4
"Haricot blanc, cuit",87.42,9.08,66.9,10.3,1.1
"Haricot blanc, sec",268.02,19.1,10.6,43.9,1.78
"Haricot de Lima, cru",96.3,6.84,70.2,15.3,0.86
"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",177.27,10.1,8.09,28.3,2.63
"Haricot flageolet, appertisé, égouttés",80.31,6.1,72.0,12.2,0.79
"Haricot flageolet, cuit",73.1,5.5,66.9,10.3,1.1
"Haricot flageolet, surgelé",91.58,9.32,55.1,12.0,0.7
"Haricot flageolet, vert, cuit",95.62,5.63,63.0,15.8,1.1
"Haricot flageolet, vert, sec",268.2,19.1,8.5,42.1,2.6
"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté",16.76,1.56,95.8,2.36,0.12
"Haricot mungo germé ou pousse de ""soja"", cru",27.48,2.57,91.7,3.4,0.4
"Haricot mungo, cuit",82.71,7.54,72.5,11.9,0.55
"Haricot mungo, sec",301.18,24.5,9.52,47.6,1.42
"Haricot plat, cru",26.68,1.93,92.2,4.47,0.12
"Haricot rouge, appertisé, égoutté",94.09,8.34,68.9,13.0,0.97
"Haricot rouge, cuit",87.72,8.48,65.0,12.1,0.6
"Haricot rouge, sec",283.94,22.5,11.8,46.1,1.06
"Haricot vert, appertisé, égoutté",13.03,1.33,92.6,1.23,0.31
"Haricot vert, cru",24.69,1.85,90.4,3.85,0.21
"Haricot vert, cuit",21.53,2.0,89.3,3.0,0.17
"Haricot vert, surgelé, cru",27.09,2.04,89.4,4.35,0.17
"Haricot vert, surgelé, cuit",29.47,1.84,91.4,5.1,0.19
"Haricots blancs à la sauce tomate, appertisés",57.6,4.67,78.9,8.83,0.4
"Haricots verts, purée",49.7,1.7,0.0,4.2,2.9
Harissa (sauce condimentaire),66.18,2.72,77.9,7.3,2.9
Herbes aromatiques fraîches (aliment moyen),38.21,3.55,84.2,4.18,0.81
"Herbes de Provence, séchées",202.8,11.5,7.1,23.0,7.2
"Hoki, tout lieu de pêche, cru",92.44,17.8,78.7,0.0,2.36
"Homard, bouilli/cuit à l'eau",87.52,18.8,76.5,0.11,1.32
"Homard, cru",84.11,17.5,77.9,0.94,1.15
Hot-dog,274.2,11.2,44.5,26.3,13.8
Houmous,276.3,8.2,51.8,7.1,23.9
Huile combinée (mélange d'huiles),895.5,0.0,0.0,0.0,99.5
"Huile combinée, mélange d'huile d'olive et de graines",900.0,0.0,0.0,0.0,100.0
Huile d'amande,900.0,0.0,0.0,0.0,100.0
Huile d'amandes d'abricot,900.0,0.0,0.0,0.0,100.0
Huile d'arachide,900.0,0.0,0.0,0.0,100.0
Huile d'argan ou d'argane,888.3,0.0,0.0,0.0,98.7
Huile d'avocat,900.0,0.0,0.0,0.0,100.0
Huile de beurre ou Beurre concentré,900.22,0.28,1.5,0.0,99.9
Huile de carthame,900.0,0.0,0.0,0.0,100.0
Huile de colza,900.0,0.0,0.0,0.0,100.0
Huile de coton,900.0,0.0,0.0,0.0,100.0
Huile de foie de morue,900.0,0.0,0.0,0.0,100.0
Huile de germe de blé,900.0,0.0,0.0,0.0,100.0
Huile de hareng,900.0,0.0,0.0,0.0,100.0
Huile de lin,900.0,0.0,0.0,0.0,100.0
Huile de maïs,900.0,0.0,0.0,0.0,100.0
Huile de noisette,900.0,0.0,0.0,0.0,100.0
Huile de noix,900.0,0.0,0.0,0.0,100.0
